{United States95}	{65388626}	{New York95}	{65388626}
{United States96}	{58179051}	{New York96}	{58179051}
{United States97}	{81887672}	{New York97}	{81887672}
{United States98}	{79324863}	{New York98}	{79324863}
{United States99}	{71507337}	{New York99}	{71507337}
{United States100}	{31109097}	{New York100}	{31109097}
{United States101}	{54566914}	{New York101}	{54566914}
{United States102}	{67220849}	{New York102}	{67220849}
{United States103}	{49990521}	{New York103}	{49990521}
{United States104}	{87892936}	{New York104}	{87892936}
{United States105}	{58283104}	{New York105}	{58283104}
{United States106}	{64824948}	{New York106}	{64824948}
{United States107}	{55184899}	{New York107}	{55184899}
{United States108}	{85297262}	{New York108}	{85297262}
{United States109}	{86534066}	{New York109}	{86534066}
{United States110}	{41380782}	{New York110}	{41380782}
{United States111}	{31786242}	{New York111}	{31786242}
{United States112}	{58338012}	{New York112}	{58338012}
{United States113}	{11478782}	{New York113}	{11478782}
{United States114}	{20771946}	{New York114}	{20771946}
{United States115}	{81247122}	{New York115}	{81247122}
{United States116}	{92160915}	{New York116}	{92160915}
{United States117}	{46350644}	{New York117}	{46350644}
{United States118}	{34933163}	{New York118}	{34933163}
{United States119}	{21044938}	{New York119}	{21044938}
{United States120}	{98676508}	{New York120}	{98676508}
{United States121}	{82742335}	{New York121}	{82742335}
{United States122}	{33572840}	{New York122}	{33572840}
{United States123}	{91767156}	{New York123}	{91767156}
{United States124}	{37855053}	{New York124}	{37855053}
{United States125}	{39350272}	{New York125}	{39350272}
{United States126}	{55449550}	{New York126}	{55449550}
{United States127}	{14545451}	{New York127}	{14545451}
{United States128}	{23371022}	{New York128}	{23371022}
{United States129}	{94884215}	{New York129}	{94884215}
{United States130}	{57448420}	{New York130}	{57448420}
{United States131}	{33000828}	{New York131}	{33000828}
{United States132}	{17103154}	{New York132}	{17103154}
{United States133}	{87003094}	{New York133}	{87003094}
{United States134}	{98849978}	{New York134}	{98849978}
{United States135}	{38680106}	{New York135}	{38680106}
{United States136}	{86474691}	{New York136}	{86474691}
{United States137}	{18395092}	{New York137}	{18395092}
{United States138}	{60320949}	{New York138}	{60320949}
{United States139}	{60602923}	{New York139}	{60602923}
{United States140}	{32986398}	{New York140}	{32986398}
{United States141}	{78794064}	{New York141}	{78794064}
{United States142}	{37449826}	{New York142}	{37449826}
{United States143}	{83350906}	{New York143}	{83350906}
{United States144}	{80668872}	{New York144}	{80668872}
{United States145}	{36617549}	{New York145}	{36617549}
{United States146}	{71977392}	{New York146}	{71977392}
{United States147}	{82381316}	{New York147}	{82381316}
{United States148}	{98475872}	{New York148}	{98475872}
{United States149}	{71017073}	{New York149}	{71017073}
{United States150}	{93465280}	{New York150}	{93465280}
{United States151}	{49401707}	{New York151}	{49401707}
{United States152}	{85028615}	{New York152}	{85028615}
{United States153}	{80407412}	{New York153}	{80407412}
{United States154}	{46045729}	{New York154}	{46045729}
{United States155}	{86356786}	{New York155}	{86356786}
{United States156}	{13830327}	{New York156}	{13830327}
{United States157}	{54385819}	{New York157}	{54385819}
{United States158}	{25433914}	{New York158}	{25433914}
{United States159}	{27411220}	{New York159}	{27411220}
{United States160}	{10742733}	{New York160}	{10742733}
{United States161}	{19054730}	{New York161}	{19054730}
{United States162}	{51381232}	{New York162}	{51381232}
{United States163}	{63940401}	{New York163}	{63940401}
{United States164}	{98473679}	{New York164}	{98473679}
{United States165}	{94965742}	{New York165}	{94965742}
{United States166}	{78277129}	{New York166}	{78277129}
{United States167}	{14947131}	{New York167}	{14947131}
{United States168}	{46025524}	{New York168}	{46025524}
{United States169}	{41605824}	{New York169}	{41605824}
{United States170}	{75572875}	{New York170}	{75572875}
{United States171}	{53130777}	{New York171}	{53130777}
{United States172}	{88236160}	{New York172}	{88236160}
{United States173}	{12224978}	{New York173}	{12224978}
{United States174}	{78324677}	{New York174}	{78324677}
{United States175}	{56933523}	{New York175}	{56933523}
{United States176}	{87218355}	{New York176}	{87218355}
{United States177}	{66493511}	{New York177}	{66493511}
{United States178}	{65265620}	{New York178}	{65265620}
{United States179}	{28705183}	{New York179}	{28705183}
{United States180}	{65878301}	{New York180}	{65878301}
{United States181}	{18846649}	{New York181}	{18846649}
{United States182}	{81058932}	{New York182}	{81058932}
{United States183}	{36509553}	{New York183}	{36509553}
{United States184}	{30316308}	{New York184}	{30316308}
{United States185}	{93826651}	{New York185}	{93826651}
{United States186}	{27739064}	{New York186}	{27739064}
{United States187}	{12844149}	{New York187}	{12844149}
{United States188}	{59831727}	{New York188}	{59831727}
{United States189}	{83235053}	{New York189}	{83235053}
{United States190}	{65399464}	{New York190}	{65399464}
{United States191}	{39169326}	{New York191}	{39169326}
{United States192}	{16463241}	{New York192}	{16463241}
{United States193}	{87008883}	{New York193}	{87008883}
{United States194}	{88138044}	{New York194}	{88138044}
{United States195}	{78140236}	{New York195}	{78140236}
{United States196}	{81324693}	{New York196}	{81324693}
{United States197}	{82565911}	{New York197}	{82565911}
{United States198}	{41945502}	{New York198}	{41945502}
{United States199}	{84828366}	{New York199}	{84828366}
{United States200}	{76730625}	{New York200}	{76730625}
{United States201}	{37360098}	{New York201}	{37360098}
{United States202}	{57463661}	{New York202}	{57463661}
{United States203}	{90141154}	{New York203}	{90141154}
{United States204}	{24760006}	{New York204}	{24760006}
{United States205}	{14518513}	{New York205}	{14518513}
{United States206}	{88794846}	{New York206}	{88794846}
{United States207}	{98845798}	{New York207}	{98845798}
{United States208}	{82704133}	{New York208}	{82704133}
{United States209}	{35582309}	{New York209}	{35582309}
{United States210}	{46283501}	{New York210}	{46283501}
{United States211}	{13439658}	{New York211}	{13439658}
{United States212}	{47392198}	{New York212}	{47392198}
{United States213}	{69609280}	{New York213}	{69609280}
{United States214}	{87700871}	{New York214}	{87700871}
{United States215}	{17150524}	{New York215}	{17150524}
{United States216}	{17735669}	{New York216}	{17735669}
{United States217}	{45871412}	{New York217}	{45871412}
{United States218}	{39612747}	{New York218}	{39612747}
{United States219}	{56999373}	{New York219}	{56999373}
{United States220}	{38035641}	{New York220}	{38035641}
{United States221}	{39763444}	{New York221}	{39763444}
{United States222}	{20003798}	{New York222}	{20003798}
{United States223}	{41657818}	{New York223}	{41657818}
{United States224}	{71699373}	{New York224}	{71699373}
{United States225}	{10836586}	{New York225}	{10836586}
{United States226}	{26090180}	{New York226}	{26090180}
{United States227}	{42654253}	{New York227}	{42654253}
{United States228}	{12720729}	{New York228}	{12720729}
{United States229}	{20974279}	{New York229}	{20974279}
{United States230}	{23707852}	{New York230}	{23707852}
{United States231}	{65830202}	{New York231}	{65830202}
{United States232}	{51213920}	{New York232}	{51213920}
{United States233}	{30296947}	{New York233}	{30296947}
{United States234}	{29031289}	{New York234}	{29031289}
{United States235}	{28130850}	{New York235}	{28130850}
{United States236}	{47264371}	{New York236}	{47264371}
{United States237}	{46283032}	{New York237}	{46283032}
{United States238}	{23285536}	{New York238}	{23285536}
{United States239}	{32010030}	{New York239}	{32010030}
{United States240}	{40961487}	{New York240}	{40961487}
{United States241}	{84572095}	{New York241}	{84572095}
{United States242}	{70169471}	{New York242}	{70169471}
{United States243}	{93654365}	{New York243}	{93654365}
{United States244}	{71770537}	{New York244}	{71770537}
{United States245}	{39811850}	{New York245}	{39811850}
{United States246}	{37903798}	{New York246}	{37903798}
{United States247}	{16454341}	{New York247}	{16454341}
{United States248}	{28025770}	{New York248}	{28025770}
{United States249}	{44376907}	{New York249}	{44376907}
{United States250}	{57056166}	{New York250}	{57056166}
{United States251}	{47613155}	{New York251}	{47613155}
{United States252}	{32499197}	{New York252}	{32499197}
{United States253}	{80218182}	{New York253}	{80218182}
{United States254}	{28870011}	{New York254}	{28870011}
{United States255}	{20420245}	{New York255}	{20420245}
{United States256}	{18282728}	{New York256}	{18282728}
{United States257}	{94041971}	{New York257}	{94041971}
{United States258}	{34361497}	{New York258}	{34361497}
{United States259}	{56281544}	{New York259}	{56281544}
{United States260}	{78351749}	{New York260}	{78351749}
{United States261}	{13183338}	{New York261}	{13183338}
{United States262}	{28088559}	{New York262}	{28088559}
{United States263}	{20468725}	{New York263}	{20468725}
{United States264}	{45733749}	{New York264}	{45733749}
{United States265}	{15954871}	{New York265}	{15954871}
{United States266}	{30983909}	{New York266}	{30983909}
{United States267}	{60786692}	{New York267}	{60786692}
{United States268}	{37198691}	{New York268}	{37198691}
{United States269}	{87685093}	{New York269}	{87685093}
{United States270}	{89332380}	{New York270}	{89332380}
{United States271}	{88435179}	{New York271}	{88435179}
{United States272}	{20896691}	{New York272}	{20896691}
{United States273}	{30395582}	{New York273}	{30395582}
{United States274}	{19070691}	{New York274}	{19070691}
{United States275}	{96436577}	{New York275}	{96436577}
{United States276}	{95735618}	{New York276}	{95735618}
{United States277}	{68920977}	{New York277}	{68920977}
{United States278}	{11000496}	{New York278}	{11000496}
{United States279}	{66286862}	{New York279}	{66286862}
{United States280}	{38901526}	{New York280}	{38901526}
{United States281}	{69613024}	{New York281}	{69613024}
{United States282}	{55227665}	{New York282}	{55227665}
{United States283}	{68724673}	{New York283}	{68724673}
{United States284}	{71588358}	{New York284}	{71588358}
{United States285}	{88571682}	{New York285}	{88571682}
{United States286}	{74350019}	{New York286}	{74350019}
{United States287}	{69525121}	{New York287}	{69525121}
{United States288}	{45776610}	{New York288}	{45776610}
{United States289}	{39196452}	{New York289}	{39196452}
{United States290}	{10478410}	{New York290}	{10478410}
{United States291}	{11962476}	{New York291}	{11962476}
{United States292}	{86609667}	{New York292}	{86609667}
{United States293}	{88821670}	{New York293}	{88821670}
{United States294}	{97387816}	{New York294}	{97387816}
{United States295}	{37509520}	{New York295}	{37509520}
{United States296}	{59779762}	{New York296}	{59779762}
{United States297}	{15210982}	{New York297}	{15210982}
{United States298}	{43928037}	{New York298}	{43928037}
{United States299}	{31751444}	{New York299}	{31751444}
{United States300}	{26361287}	{New York300}	{26361287}
{United States301}	{20981094}	{New York301}	{20981094}
{United States302}	{36552540}	{New York302}	{36552540}
{United States303}	{26849809}	{New York303}	{26849809}
{United States304}	{37794301}	{New York304}	{37794301}
{United States305}	{70076070}	{New York305}	{70076070}
{United States306}	{19511909}	{New York306}	{19511909}
{United States307}	{50466536}	{New York307}	{50466536}
{United States308}	{61370613}	{New York308}	{61370613}
{United States309}	{72260292}	{New York309}	{72260292}
{United States310}	{12629788}	{New York310}	{12629788}
{United States311}	{36662202}	{New York311}	{36662202}
{United States312}	{88409148}	{New York312}	{88409148}
{United States313}	{83210782}	{New York313}	{83210782}
{United States314}	{42154600}	{New York314}	{42154600}
{United States315}	{20130393}	{New York315}	{20130393}
{United States316}	{98250157}	{New York316}	{98250157}
{United States317}	{24973473}	{New York317}	{24973473}
{United States318}	{78266445}	{New York318}	{78266445}
{United States319}	{58082499}	{New York319}	{58082499}
{United States320}	{99074147}	{New York320}	{99074147}
{United States321}	{21787630}	{New York321}	{21787630}
{United States322}	{13142478}	{New York322}	{13142478}
{United States323}	{26472171}	{New York323}	{26472171}
{United States324}	{81217237}	{New York324}	{81217237}
{United States325}	{55839572}	{New York325}	{55839572}
{United States326}	{42014246}	{New York326}	{42014246}
{United States327}	{95357704}	{New York327}	{95357704}
{United States328}	{69933698}	{New York328}	{69933698}
{United States329}	{75606255}	{New York329}	{75606255}
{United States330}	{16816770}	{New York330}	{16816770}
{United States331}	{16897576}	{New York331}	{16897576}
{United States332}	{81048201}	{New York332}	{81048201}
{United States333}	{37559200}	{New York333}	{37559200}
{United States334}	{72589960}	{New York334}	{72589960}
{United States335}	{87434730}	{New York335}	{87434730}
{United States336}	{89279337}	{New York336}	{89279337}
{United States337}	{54918715}	{New York337}	{54918715}
{United States338}	{50178966}	{New York338}	{50178966}
{United States339}	{34706727}	{New York339}	{34706727}
{United States340}	{95698334}	{New York340}	{95698334}
{United States341}	{76966947}	{New York341}	{76966947}
{United States342}	{88574988}	{New York342}	{88574988}
{United States343}	{46516870}	{New York343}	{46516870}
{United States344}	{89221160}	{New York344}	{89221160}
{United States345}	{87102897}	{New York345}	{87102897}
{United States346}	{35876619}	{New York346}	{35876619}
{United States347}	{37348381}	{New York347}	{37348381}
{United States348}	{19732322}	{New York348}	{19732322}
{United States349}	{56282826}	{New York349}	{56282826}
{United States350}	{55898888}	{New York350}	{55898888}
{United States351}	{87276881}	{New York351}	{87276881}
{United States352}	{59623357}	{New York352}	{59623357}
{United States353}	{85710198}	{New York353}	{85710198}
{United States354}	{27867267}	{New York354}	{27867267}
{United States355}	{33062070}	{New York355}	{33062070}
{United States356}	{51691379}	{New York356}	{51691379}
{United States357}	{59975955}	{New York357}	{59975955}
{United States358}	{34988294}	{New York358}	{34988294}
{United States359}	{91863807}	{New York359}	{91863807}
{United States360}	{65869628}	{New York360}	{65869628}
{United States361}	{88410697}	{New York361}	{88410697}
{United States362}	{32641312}	{New York362}	{32641312}
{United States363}	{25735508}	{New York363}	{25735508}
{United States364}	{10716270}	{New York364}	{10716270}
{United States365}	{56081669}	{New York365}	{56081669}
{United States366}	{64653236}	{New York366}	{64653236}
{United States367}	{30085812}	{New York367}	{30085812}
{United States368}	{10266083}	{New York368}	{10266083}
{United States369}	{52104712}	{New York369}	{52104712}
{United States370}	{32135021}	{New York370}	{32135021}
{United States371}	{75624721}	{New York371}	{75624721}
{United States372}	{50619646}	{New York372}	{50619646}
{United States373}	{55636694}	{New York373}	{55636694}
{United States374}	{43653064}	{New York374}	{43653064}
{United States375}	{23433065}	{New York375}	{23433065}
{United States376}	{35671340}	{New York376}	{35671340}
{United States377}	{89417604}	{New York377}	{89417604}
{United States378}	{96089861}	{New York378}	{96089861}
{United States379}	{17162873}	{New York379}	{17162873}
{United States380}	{86510844}	{New York380}	{86510844}
{United States381}	{97015501}	{New York381}	{97015501}
{United States382}	{45039409}	{New York382}	{45039409}
{United States383}	{70876263}	{New York383}	{70876263}
{United States384}	{69107021}	{New York384}	{69107021}
{United States385}	{44368823}	{New York385}	{44368823}
{United States386}	{86274522}	{New York386}	{86274522}
{United States387}	{40953273}	{New York387}	{40953273}
{United States388}	{22717853}	{New York388}	{22717853}
{United States389}	{89667734}	{New York389}	{89667734}
{United States390}	{14331717}	{New York390}	{14331717}
{United States391}	{60110736}	{New York391}	{60110736}
{United States392}	{96383497}	{New York392}	{96383497}
{United States393}	{75755653}	{New York393}	{75755653}
{United States394}	{83546637}	{New York394}	{83546637}
{United States395}	{31851742}	{New York395}	{31851742}
{United States396}	{36187484}	{New York396}	{36187484}
{United States397}	{67374465}	{New York397}	{67374465}
{United States398}	{51538571}	{New York398}	{51538571}
{United States399}	{54140125}	{New York399}	{54140125}
{United States400}	{88403236}	{New York400}	{88403236}
{United States401}	{85513329}	{New York401}	{85513329}
{United States402}	{27918320}	{New York402}	{27918320}
{United States403}	{93630847}	{New York403}	{93630847}
{United States404}	{15170194}	{New York404}	{15170194}
{United States405}	{75904883}	{New York405}	{75904883}
{United States406}	{94866841}	{New York406}	{94866841}
{United States407}	{33685561}	{New York407}	{33685561}
{United States408}	{93755371}	{New York408}	{93755371}
{United States409}	{25377486}	{New York409}	{25377486}
{United States410}	{98496818}	{New York410}	{98496818}
{United States411}	{22923349}	{New York411}	{22923349}
{United States412}	{80387640}	{New York412}	{80387640}
{United States413}	{12569128}	{New York413}	{12569128}
{United States414}	{50650395}	{New York414}	{50650395}
{United States415}	{50215019}	{New York415}	{50215019}
{United States416}	{84994038}	{New York416}	{84994038}
{United States417}	{27589192}	{New York417}	{27589192}
{United States418}	{45816434}	{New York418}	{45816434}
{United States419}	{56583113}	{New York419}	{56583113}
{United States420}	{57195660}	{New York420}	{57195660}
{United States421}	{82414438}	{New York421}	{82414438}
{United States422}	{99711325}	{New York422}	{99711325}
{United States423}	{20226350}	{New York423}	{20226350}
{United States424}	{12906949}	{New York424}	{12906949}
{United States425}	{28156914}	{New York425}	{28156914}
{United States426}	{76828871}	{New York426}	{76828871}
{United States427}	{58115177}	{New York427}	{58115177}
{United States428}	{57476470}	{New York428}	{57476470}
{United States429}	{63943837}	{New York429}	{63943837}
{United States430}	{25821880}	{New York430}	{25821880}
{United States431}	{83010983}	{New York431}	{83010983}
{United States432}	{87998480}	{New York432}	{87998480}
{United States433}	{25869465}	{New York433}	{25869465}
{United States434}	{91800172}	{New York434}	{91800172}
{United States435}	{17439441}	{New York435}	{17439441}
{United States436}	{57205304}	{New York436}	{57205304}
{United States437}	{94296164}	{New York437}	{94296164}
{United States438}	{39922978}	{New York438}	{39922978}
{United States439}	{83805409}	{New York439}	{83805409}
{United States440}	{13525678}	{New York440}	{13525678}
{United States441}	{10937013}	{New York441}	{10937013}
{United States442}	{89521201}	{New York442}	{89521201}
{United States443}	{27851934}	{New York443}	{27851934}
{United States444}	{75636036}	{New York444}	{75636036}
{United States445}	{74546504}	{New York445}	{74546504}
{United States446}	{79823531}	{New York446}	{79823531}
{United States447}	{57321903}	{New York447}	{57321903}
{United States448}	{51845607}	{New York448}	{51845607}
{United States449}	{51955844}	{New York449}	{51955844}
{United States450}	{25839251}	{New York450}	{25839251}
{United States451}	{62385341}	{New York451}	{62385341}
{United States452}	{28336400}	{New York452}	{28336400}
{United States453}	{68429692}	{New York453}	{68429692}
{United States454}	{10498212}	{New York454}	{10498212}
{United States455}	{94011530}	{New York455}	{94011530}
{United States456}	{37686378}	{New York456}	{37686378}
{United States457}	{23574030}	{New York457}	{23574030}
{United States458}	{84464498}	{New York458}	{84464498}
{United States459}	{55264331}	{New York459}	{55264331}
{United States460}	{23988645}	{New York460}	{23988645}
{United States461}	{83484393}	{New York461}	{83484393}
{United States462}	{70890463}	{New York462}	{70890463}
{United States463}	{73664860}	{New York463}	{73664860}
{United States464}	{26038141}	{New York464}	{26038141}
{United States465}	{54161558}	{New York465}	{54161558}
{United States466}	{42410311}	{New York466}	{42410311}
{United States467}	{42860950}	{New York467}	{42860950}
{United States468}	{80541559}	{New York468}	{80541559}
{United States469}	{60892576}	{New York469}	{60892576}
{United States470}	{49133461}	{New York470}	{49133461}
{United States471}	{60457615}	{New York471}	{60457615}
{United States472}	{40537516}	{New York472}	{40537516}
{United States473}	{59606435}	{New York473}	{59606435}
{United States474}	{35705748}	{New York474}	{35705748}
{United States475}	{60915220}	{New York475}	{60915220}
{United States476}	{71833097}	{New York476}	{71833097}
{United States477}	{61376659}	{New York477}	{61376659}
{United States478}	{48882103}	{New York478}	{48882103}
{United States479}	{78272780}	{New York479}	{78272780}
{United States480}	{75710607}	{New York480}	{75710607}
{United States481}	{50532979}	{New York481}	{50532979}
{United States482}	{23298012}	{New York482}	{23298012}
{United States483}	{55192383}	{New York483}	{55192383}
{United States484}	{49832737}	{New York484}	{49832737}
{United States485}	{22973109}	{New York485}	{22973109}
{United States486}	{65638790}	{New York486}	{65638790}
{United States487}	{37851574}	{New York487}	{37851574}
{United States488}	{91033326}	{New York488}	{91033326}
{United States489}	{54059474}	{New York489}	{54059474}
{United States490}	{83803104}	{New York490}	{83803104}
{United States491}	{57730314}	{New York491}	{57730314}
{United States492}	{91286633}	{New York492}	{91286633}
{United States493}	{16445516}	{New York493}	{16445516}
{United States494}	{72727634}	{New York494}	{72727634}
{United States495}	{36552907}	{New York495}	{36552907}
{United States496}	{16078833}	{New York496}	{16078833}
{United States497}	{15407441}	{New York497}	{15407441}
{United States498}	{35890851}	{New York498}	{35890851}
{United States499}	{13744264}	{New York499}	{13744264}
{United States500}	{17085626}	{New York500}	{17085626}
{United States501}	{57458572}	{New York501}	{57458572}
{United States502}	{14605521}	{New York502}	{14605521}
{United States503}	{93713806}	{New York503}	{93713806}
{United States504}	{74634222}	{New York504}	{74634222}
{United States505}	{52513081}	{New York505}	{52513081}
{United States506}	{43075892}	{New York506}	{43075892}
{United States507}	{46753988}	{New York507}	{46753988}
{United States508}	{97288625}	{New York508}	{97288625}
{United States509}	{15712075}	{New York509}	{15712075}
{United States510}	{87923313}	{New York510}	{87923313}
{United States511}	{16025684}	{New York511}	{16025684}
{United States512}	{18780132}	{New York512}	{18780132}
{United States513}	{53748716}	{New York513}	{53748716}
{United States514}	{76075020}	{New York514}	{76075020}
{United States515}	{16389781}	{New York515}	{16389781}
{United States516}	{44319464}	{New York516}	{44319464}
{United States517}	{23479306}	{New York517}	{23479306}
{United States518}	{14440482}	{New York518}	{14440482}
{United States519}	{72551050}	{New York519}	{72551050}
{United States520}	{85747913}	{New York520}	{85747913}
{United States521}	{43581624}	{New York521}	{43581624}
{United States522}	{18368672}	{New York522}	{18368672}
{United States523}	{41019092}	{New York523}	{41019092}
{United States524}	{34471167}	{New York524}	{34471167}
{United States525}	{97763447}	{New York525}	{97763447}
{United States526}	{12191805}	{New York526}	{12191805}
{United States527}	{90256233}	{New York527}	{90256233}
{United States528}	{77002492}	{New York528}	{77002492}
{United States529}	{97934823}	{New York529}	{97934823}
{United States530}	{90341047}	{New York530}	{90341047}
{United States531}	{42500829}	{New York531}	{42500829}
{United States532}	{11791964}	{New York532}	{11791964}
{United States533}	{50763221}	{New York533}	{50763221}
{United States534}	{48099138}	{New York534}	{48099138}
{United States535}	{56080201}	{New York535}	{56080201}
{United States536}	{58737943}	{New York536}	{58737943}
{United States537}	{24438508}	{New York537}	{24438508}
{United States538}	{67726515}	{New York538}	{67726515}
{United States539}	{65638978}	{New York539}	{65638978}
{United States540}	{35910988}	{New York540}	{35910988}
{United States541}	{97387333}	{New York541}	{97387333}
{United States542}	{33923732}	{New York542}	{33923732}
{United States543}	{50206954}	{New York543}	{50206954}
{United States544}	{48498112}	{New York544}	{48498112}
{United States545}	{58423208}	{New York545}	{58423208}
{United States546}	{17440752}	{New York546}	{17440752}
{United States547}	{29041531}	{New York547}	{29041531}
{United States548}	{69033835}	{New York548}	{69033835}
{United States549}	{89051541}	{New York549}	{89051541}
{United States550}	{45313658}	{New York550}	{45313658}
{United States551}	{75276088}	{New York551}	{75276088}
{United States552}	{83157493}	{New York552}	{83157493}
{United States553}	{99621300}	{New York553}	{99621300}
{United States554}	{69073870}	{New York554}	{69073870}
{United States555}	{11431931}	{New York555}	{11431931}
{United States556}	{42458618}	{New York556}	{42458618}
{United States557}	{69507275}	{New York557}	{69507275}
{United States558}	{54681997}	{New York558}	{54681997}
{United States559}	{66702915}	{New York559}	{66702915}
{United States560}	{95859698}	{New York560}	{95859698}
{United States561}	{41397700}	{New York561}	{41397700}
{United States562}	{71230005}	{New York562}	{71230005}
{United States563}	{28711321}	{New York563}	{28711321}
{United States564}	{72188111}	{New York564}	{72188111}
{United States565}	{90676981}	{New York565}	{90676981}
{United States566}	{17856369}	{New York566}	{17856369}
{United States567}	{83840527}	{New York567}	{83840527}
{United States568}	{20575932}	{New York568}	{20575932}
{United States569}	{37888054}	{New York569}	{37888054}
{United States570}	{28249062}	{New York570}	{28249062}
