{United States78}	{52228433}	{0.002724837}	{New York78}	{52228433}	{0.869998437}
{United States79}	{20956870}	{0.000819724}	{New York79}	{20956870}	{0.977088329}
{United States80}	{97961647}	{0.000207819}	{New York80}	{97961647}	{0.751723282}
{United States81}	{28238796}	{0.000844678}	{New York81}	{28238796}	{0.444539795}
{United States82}	{49357489}	{0.000787791}	{New York82}	{49357489}	{0.974256466}
{United States83}	{87723146}	{0.000228094}	{New York83}	{87723146}	{0.974033071}
{United States84}	{25294011}	{0.00119074}	{New York84}	{25294011}	{0.964086654}
{United States85}	{31300979}	{0.000812811}	{New York85}	{31300979}	{0.526831649}
{United States86}	{23566316}	{0.000239091}	{New York86}	{23566316}	{0.97475061}
{United States87}	{52690447}	{0.000973755}	{New York87}	{52690447}	{0.325768445}
{United States88}	{75514003}	{0.000912835}	{New York88}	{75514003}	{0.76575143}
{United States89}	{46453592}	{0.001186728}	{New York89}	{46453592}	{0.879013192}
{United States90}	{20350527}	{0.0003311}	{New York90}	{20350527}	{0.322799878}
{United States91}	{82271740}	{0.001377456}	{New York91}	{82271740}	{0.965061532}
{United States92}	{28140864}	{0.001732877}	{New York92}	{28140864}	{0.291983323}
{United States93}	{88431938}	{0.001162482}	{New York93}	{88431938}	{0.301063537}
{United States94}	{14521925}	{0.000821955}	{New York94}	{14521925}	{0.986169188}
{United States95}	{65388626}	{0.000181875}	{New York95}	{65388626}	{0.379777588}
{United States96}	{58179051}	{0.000606821}	{New York96}	{58179051}	{0.539547992}
{United States97}	{81887672}	{0.000597755}	{New York97}	{81887672}	{0.895742683}
{United States98}	{79324863}	{0.000221154}	{New York98}	{79324863}	{0.917121469}
{United States99}	{71507337}	{0.00089764}	{New York99}	{71507337}	{0.160546654}
{United States100}	{31109097}	{0.000709381}	{New York100}	{31109097}	{0.949310957}
{United States101}	{54566914}	{0.000989938}	{New York101}	{54566914}	{0.942337652}
{United States102}	{67220849}	{0.001058704}	{New York102}	{67220849}	{0.229811885}
{United States103}	{49990521}	{0.000401549}	{New York103}	{49990521}	{0.800436709}
{United States104}	{87892936}	{0.001473316}	{New York104}	{87892936}	{0.877682514}
{United States105}	{58283104}	{0.000364832}	{New York105}	{58283104}	{0.380284655}
{United States106}	{64824948}	{0.000372764}	{New York106}	{64824948}	{0.666242139}
{United States107}	{55184899}	{0.00103004}	{New York107}	{55184899}	{0.858864309}
{United States108}	{85297262}	{0.001255908}	{New York108}	{85297262}	{0.115775282}
{United States109}	{86534066}	{0.000516942}	{New York109}	{86534066}	{0.703947064}
{United States110}	{41380782}	{0.000236898}	{New York110}	{41380782}	{0.496937709}
{United States111}	{31786242}	{0.000311422}	{New York111}	{31786242}	{0.632834822}
{United States112}	{58338012}	{0.00143657}	{New York112}	{58338012}	{0.739292065}
{United States113}	{11478782}	{0.000263017}	{New York113}	{11478782}	{0.496427094}
{United States114}	{20771946}	{0.000689357}	{New York114}	{20771946}	{0.616648232}
{United States115}	{81247122}	{0.000789252}	{New York115}	{81247122}	{0.973799796}
{United States116}	{92160915}	{0.001261794}	{New York116}	{92160915}	{0.91662809}
{United States117}	{46350644}	{0.001445256}	{New York117}	{46350644}	{0.646433058}
{United States118}	{34933163}	{0.002258667}	{New York118}	{34933163}	{0.270056291}
{United States119}	{21044938}	{0.000524581}	{New York119}	{21044938}	{0.200782974}
{United States120}	{98676508}	{0.002022488}	{New York120}	{98676508}	{0.561349411}
{United States121}	{82742335}	{0.000784199}	{New York121}	{82742335}	{0.863853415}
{United States122}	{33572840}	{0.000398914}	{New York122}	{33572840}	{0.521211146}
{United States123}	{91767156}	{0.001893555}	{New York123}	{91767156}	{0.483847913}
{United States124}	{37855053}	{0.00061012}	{New York124}	{37855053}	{0.728035673}
{United States125}	{39350272}	{0.000227173}	{New York125}	{39350272}	{0.978124008}
{United States126}	{55449550}	{0.000927345}	{New York126}	{55449550}	{0.910175257}
{United States127}	{14545451}	{0.001238895}	{New York127}	{14545451}	{0.344448668}
{United States128}	{23371022}	{0.000985952}	{New York128}	{23371022}	{0.422712749}
{United States129}	{94884215}	{0.003706665}	{New York129}	{94884215}	{0.376420257}
{United States130}	{57448420}	{0.000512069}	{New York130}	{57448420}	{0.83239061}
{United States131}	{33000828}	{0.000516011}	{New York131}	{33000828}	{0.691878439}
{United States132}	{17103154}	{0.000605737}	{New York132}	{17103154}	{0.211677649}
{United States133}	{87003094}	{0.00028222}	{New York133}	{87003094}	{0.836230489}
{United States134}	{98849978}	{0.000663419}	{New York134}	{98849978}	{0.8105257}
{United States135}	{38680106}	{0.000096759}	{New York135}	{38680106}	{0.965954881}
{United States136}	{86474691}	{0.00088209}	{New York136}	{86474691}	{0.902335967}
{United States137}	{18395092}	{0.00025934}	{New York137}	{18395092}	{0.82493761}
{United States138}	{60320949}	{0.000603993}	{New York138}	{60320949}	{0.791126655}
{United States139}	{60602923}	{0.000368406}	{New York139}	{60602923}	{0.20652324}
{United States140}	{32986398}	{0.001383275}	{New York140}	{32986398}	{0.830928359}
{United States141}	{78794064}	{0.000537183}	{New York141}	{78794064}	{0.932493208}
{United States142}	{37449826}	{0.000854786}	{New York142}	{37449826}	{0.877051801}
{United States143}	{83350906}	{0.000556466}	{New York143}	{83350906}	{0.86383038}
{United States144}	{80668872}	{0.000757125}	{New York144}	{80668872}	{0.795192392}
{United States145}	{36617549}	{0.001463119}	{New York145}	{36617549}	{0.992770916}
{United States146}	{71977392}	{0.001359755}	{New York146}	{71977392}	{0.875101384}
{United States147}	{82381316}	{0.000660185}	{New York147}	{82381316}	{0.895775933}
{United States148}	{98475872}	{0.000208962}	{New York148}	{98475872}	{0.617157723}
{United States149}	{71017073}	{0.001571931}	{New York149}	{71017073}	{0.897136387}
{United States150}	{93465280}	{0.001800499}	{New York150}	{93465280}	{0.939104804}
{United States151}	{49401707}	{0.000501909}	{New York151}	{49401707}	{0.863014829}
{United States152}	{85028615}	{0.000390285}	{New York152}	{85028615}	{0.653601614}
{United States153}	{80407412}	{0.000286381}	{New York153}	{80407412}	{0.825376479}
{United States154}	{46045729}	{0.002213641}	{New York154}	{46045729}	{0.494005194}
{United States155}	{86356786}	{0.001391653}	{New York155}	{86356786}	{0.249027486}
{United States156}	{13830327}	{0.000936242}	{New York156}	{13830327}	{0.995577939}
{United States157}	{54385819}	{0.000538938}	{New York157}	{54385819}	{0.981390012}
{United States158}	{25433914}	{0.000291619}	{New York158}	{25433914}	{0.122122766}
{United States159}	{27411220}	{0.000942728}	{New York159}	{27411220}	{0.077331971}
{United States160}	{10742733}	{0.000443649}	{New York160}	{10742733}	{0.523504316}
{United States161}	{19054730}	{0.000263877}	{New York161}	{19054730}	{0.857123168}
{United States162}	{51381232}	{0.001385131}	{New York162}	{51381232}	{0.558040089}
{United States163}	{63940401}	{0.000796925}	{New York163}	{63940401}	{0.481483071}
{United States164}	{98473679}	{0.000958109}	{New York164}	{98473679}	{0.934436051}
{United States165}	{94965742}	{0.000558081}	{New York165}	{94965742}	{0.731945808}
{United States166}	{78277129}	{0.000713739}	{New York166}	{78277129}	{0.20873914}
{United States167}	{14947131}	{0.000159586}	{New York167}	{14947131}	{0.839965805}
{United States168}	{46025524}	{0.00070644}	{New York168}	{46025524}	{0.712804575}
{United States169}	{41605824}	{0.000169018}	{New York169}	{41605824}	{0.600125292}
{United States170}	{75572875}	{0.000519392}	{New York170}	{75572875}	{0.993327691}
{United States171}	{53130777}	{0.000559455}	{New York171}	{53130777}	{0.75677584}
{United States172}	{88236160}	{0.000133519}	{New York172}	{88236160}	{0.966534434}
{United States173}	{12224978}	{0.000639443}	{New York173}	{12224978}	{0.993189343}
{United States174}	{78324677}	{0.001464648}	{New York174}	{78324677}	{0.881818285}
{United States175}	{56933523}	{0.000682869}	{New York175}	{56933523}	{0.321260032}
{United States176}	{87218355}	{0.000382802}	{New York176}	{87218355}	{0.945638042}
{United States177}	{66493511}	{0.000359513}	{New York177}	{66493511}	{0.914565157}
{United States178}	{65265620}	{0.001890906}	{New York178}	{65265620}	{0.900587308}
{United States179}	{28705183}	{0.001716868}	{New York179}	{28705183}	{0.971470805}
{United States180}	{65878301}	{0.001391341}	{New York180}	{65878301}	{0.796788342}
{United States181}	{18846649}	{0.001098723}	{New York181}	{18846649}	{0.835042537}
{United States182}	{81058932}	{0.001556369}	{New York182}	{81058932}	{0.502604154}
{United States183}	{36509553}	{0.000433269}	{New York183}	{36509553}	{0.774357954}
{United States184}	{30316308}	{0.001007219}	{New York184}	{30316308}	{0.488956778}
{United States185}	{93826651}	{0.000570241}	{New York185}	{93826651}	{0.559636922}
{United States186}	{27739064}	{0.000148168}	{New York186}	{27739064}	{0.307604428}
{United States187}	{12844149}	{0.000211081}	{New York187}	{12844149}	{0.891791602}
{United States188}	{59831727}	{0.0001878}	{New York188}	{59831727}	{0.977352759}
{United States189}	{83235053}	{0.002379943}	{New York189}	{83235053}	{0.376894407}
{United States190}	{65399464}	{0.000624514}	{New York190}	{65399464}	{0.933489439}
{United States191}	{39169326}	{0.0003523}	{New York191}	{39169326}	{0.95302973}
{United States192}	{16463241}	{0.001593872}	{New York192}	{16463241}	{0.758234334}
{United States193}	{87008883}	{0.000890156}	{New York193}	{87008883}	{0.736781108}
{United States194}	{88138044}	{0.000186549}	{New York194}	{88138044}	{0.543931532}
{United States195}	{78140236}	{0.000795316}	{New York195}	{78140236}	{0.650148411}
{United States196}	{81324693}	{0.000676231}	{New York196}	{81324693}	{0.820557674}
{United States197}	{82565911}	{0.001309471}	{New York197}	{82565911}	{0.596083297}
{United States198}	{41945502}	{0.001588083}	{New York198}	{41945502}	{0.846968245}
{United States199}	{84828366}	{0.001213159}	{New York199}	{84828366}	{0.573063492}
{United States200}	{76730625}	{0.000548951}	{New York200}	{76730625}	{0.420997258}
{United States201}	{37360098}	{0.00025003}	{New York201}	{37360098}	{0.905656076}
{United States202}	{57463661}	{0.001805013}	{New York202}	{57463661}	{0.248952694}
{United States203}	{90141154}	{0.001509136}	{New York203}	{90141154}	{0.827542288}
{United States204}	{24760006}	{0.00035837}	{New York204}	{24760006}	{0.62929382}
{United States205}	{14518513}	{0.000702852}	{New York205}	{14518513}	{0.646656312}
{United States206}	{88794846}	{0.000463721}	{New York206}	{88794846}	{0.32330628}
{United States207}	{98845798}	{0.000376204}	{New York207}	{98845798}	{0.765417363}
{United States208}	{82704133}	{0.000705424}	{New York208}	{82704133}	{0.442545542}
{United States209}	{35582309}	{0.00067709}	{New York209}	{35582309}	{0.895034375}
{United States210}	{46283501}	{0.000347927}	{New York210}	{46283501}	{0.887941102}
{United States211}	{13439658}	{0.001196687}	{New York211}	{13439658}	{0.923060916}
{United States212}	{47392198}	{0.000431603}	{New York212}	{47392198}	{0.484776439}
{United States213}	{69609280}	{0.000613449}	{New York213}	{69609280}	{0.715453885}
{United States214}	{87700871}	{0.001063975}	{New York214}	{87700871}	{0.296722905}
{United States215}	{17150524}	{0.000593221}	{New York215}	{17150524}	{0.947218603}
{United States216}	{17735669}	{0.001083839}	{New York216}	{17735669}	{0.819298212}
{United States217}	{45871412}	{0.000710899}	{New York217}	{45871412}	{0.34156472}
{United States218}	{39612747}	{0.001753359}	{New York218}	{39612747}	{0.456868307}
{United States219}	{56999373}	{0.00096504}	{New York219}	{56999373}	{0.592816908}
{United States220}	{38035641}	{0.000462195}	{New York220}	{38035641}	{0.837836556}
{United States221}	{39763444}	{0.000628049}	{New York221}	{39763444}	{0.442044885}
{United States222}	{20003798}	{0.000116605}	{New York222}	{20003798}	{0.692321041}
{United States223}	{41657818}	{0.000325951}	{New York223}	{41657818}	{0.826781075}
{United States224}	{71699373}	{0.000091816}	{New York224}	{71699373}	{0.815751967}
{United States225}	{10836586}	{0.001749537}	{New York225}	{10836586}	{0.795056544}
{United States226}	{26090180}	{0.000537667}	{New York226}	{26090180}	{0.249341275}
{United States227}	{42654253}	{0.000457558}	{New York227}	{42654253}	{0.866708934}
{United States228}	{12720729}	{0.001180229}	{New York228}	{12720729}	{0.831300962}
{United States229}	{20974279}	{0.000357763}	{New York229}	{20974279}	{0.709244719}
{United States230}	{23707852}	{0.000135261}	{New York230}	{23707852}	{0.741166933}
{United States231}	{65830202}	{0.000603018}	{New York231}	{65830202}	{0.881681913}
{United States232}	{51213920}	{0.000831132}	{New York232}	{51213920}	{0.496342641}
{United States233}	{30296947}	{0.000357743}	{New York233}	{30296947}	{0.905176089}
{United States234}	{29031289}	{0.000207679}	{New York234}	{29031289}	{0.121308728}
{United States235}	{28130850}	{0.000472228}	{New York235}	{28130850}	{0.934282361}
{United States236}	{47264371}	{0.001016958}	{New York236}	{47264371}	{0.913318172}
{United States237}	{46283032}	{0.000822412}	{New York237}	{46283032}	{0.901627557}
{United States238}	{23285536}	{0.000183947}	{New York238}	{23285536}	{0.95419047}
{United States239}	{32010030}	{0.001305111}	{New York239}	{32010030}	{0.735650818}
{United States240}	{40961487}	{0.000449842}	{New York240}	{40961487}	{0.992591033}
{United States241}	{84572095}	{0.000439374}	{New York241}	{84572095}	{0.19018996}
{United States242}	{70169471}	{0.000747403}	{New York242}	{70169471}	{0.778831036}
{United States243}	{93654365}	{0.001177539}	{New York243}	{93654365}	{0.513215416}
{United States244}	{71770537}	{0.001073102}	{New York244}	{71770537}	{0.357292541}
{United States245}	{39811850}	{0.000144837}	{New York245}	{39811850}	{0.712800955}
{United States246}	{37903798}	{0.002568586}	{New York246}	{37903798}	{0.483602015}
{United States247}	{16454341}	{0.000905652}	{New York247}	{16454341}	{0.684379505}
{United States248}	{28025770}	{0.001288818}	{New York248}	{28025770}	{0.8179903}
{United States249}	{44376907}	{0.001185074}	{New York249}	{44376907}	{0.281136858}
{United States250}	{57056166}	{0.000634578}	{New York250}	{57056166}	{0.602743054}
{United States251}	{47613155}	{0.000750529}	{New York251}	{47613155}	{0.98329695}
{United States252}	{32499197}	{0.000367848}	{New York252}	{32499197}	{0.701608839}
{United States253}	{80218182}	{0.000677079}	{New York253}	{80218182}	{0.693473172}
{United States254}	{28870011}	{0.000340668}	{New York254}	{28870011}	{0.395756657}
{United States255}	{20420245}	{0.000861192}	{New York255}	{20420245}	{0.632378806}
{United States256}	{18282728}	{0.000189837}	{New York256}	{18282728}	{0.806723529}
{United States257}	{94041971}	{0.000121109}	{New York257}	{94041971}	{0.796607903}
{United States258}	{34361497}	{0.00161205}	{New York258}	{34361497}	{0.635884335}
{United States259}	{56281544}	{0.001924499}	{New York259}	{56281544}	{0.54314437}
{United States260}	{78351749}	{0.0004527}	{New York260}	{78351749}	{0.783230266}
{United States261}	{13183338}	{0.000642784}	{New York261}	{13183338}	{0.586453947}
{United States262}	{28088559}	{0.000226844}	{New York262}	{28088559}	{0.989921496}
{United States263}	{20468725}	{0.001206958}	{New York263}	{20468725}	{0.341379924}
{United States264}	{45733749}	{0.000642413}	{New York264}	{45733749}	{0.795753111}
{United States265}	{15954871}	{0.000864828}	{New York265}	{15954871}	{0.918897947}
{United States266}	{30983909}	{0.000404295}	{New York266}	{30983909}	{0.501197682}
{United States267}	{60786692}	{0.000315828}	{New York267}	{60786692}	{0.307835913}
{United States268}	{37198691}	{0.000524411}	{New York268}	{37198691}	{0.938287213}
{United States269}	{87685093}	{0.00014831}	{New York269}	{87685093}	{0.943287663}
{United States270}	{89332380}	{0.000834699}	{New York270}	{89332380}	{0.809043721}
{United States271}	{88435179}	{0.00049334}	{New York271}	{88435179}	{0.586781015}
{United States272}	{20896691}	{0.000380028}	{New York272}	{20896691}	{0.44045655}
{United States273}	{30395582}	{0.000837196}	{New York273}	{30395582}	{0.250524563}
{United States274}	{19070691}	{0.000911089}	{New York274}	{19070691}	{0.637055504}
{United States275}	{96436577}	{0.000881179}	{New York275}	{96436577}	{0.713149843}
{United States276}	{95735618}	{0.000111789}	{New York276}	{95735618}	{0.253909227}
{United States277}	{68920977}	{0.000578687}	{New York277}	{68920977}	{0.96827463}
{United States278}	{11000496}	{0.001054498}	{New York278}	{11000496}	{0.720587783}
{United States279}	{66286862}	{0.000431694}	{New York279}	{66286862}	{0.929551194}
{United States280}	{38901526}	{0.001065892}	{New York280}	{38901526}	{0.312975019}
{United States281}	{69613024}	{0.0002041}	{New York281}	{69613024}	{0.668362871}
{United States282}	{55227665}	{0.001721431}	{New York282}	{55227665}	{0.928080633}
{United States283}	{68724673}	{0.000725561}	{New York283}	{68724673}	{0.399892287}
{United States284}	{71588358}	{0.000594994}	{New York284}	{71588358}	{0.360828054}
{United States285}	{88571682}	{0.001544296}	{New York285}	{88571682}	{0.435420214}
{United States286}	{74350019}	{0.000037875}	{New York286}	{74350019}	{0.919837781}
{United States287}	{69525121}	{0.002122861}	{New York287}	{69525121}	{0.733113642}
{United States288}	{45776610}	{0.000340285}	{New York288}	{45776610}	{0.806232899}
{United States289}	{39196452}	{0.000591437}	{New York289}	{39196452}	{0.871022928}
{United States290}	{10478410}	{0.001390135}	{New York290}	{10478410}	{0.523231618}
{United States291}	{11962476}	{0.000821041}	{New York291}	{11962476}	{0.503647723}
{United States292}	{86609667}	{0.000923635}	{New York292}	{86609667}	{0.789222791}
{United States293}	{88821670}	{0.000832045}	{New York293}	{88821670}	{0.68054681}
{United States294}	{97387816}	{0.000646794}	{New York294}	{97387816}	{0.584299612}
{United States295}	{37509520}	{0.000201635}	{New York295}	{37509520}	{0.592592586}
{United States296}	{59779762}	{0.000701028}	{New York296}	{59779762}	{0.719788061}
{United States297}	{15210982}	{0.000555533}	{New York297}	{15210982}	{0.772124457}
{United States298}	{43928037}	{0.002742675}	{New York298}	{43928037}	{0.581861047}
{United States299}	{31751444}	{0.000049978}	{New York299}	{31751444}	{0.473509876}
{United States300}	{26361287}	{0.000738038}	{New York300}	{26361287}	{0.629088726}
{United States301}	{20981094}	{0.00043182}	{New York301}	{20981094}	{0.184837847}
{United States302}	{36552540}	{0.000481182}	{New York302}	{36552540}	{0.451842102}
{United States303}	{26849809}	{0.000239373}	{New York303}	{26849809}	{0.694679879}
{United States304}	{37794301}	{0.001153298}	{New York304}	{37794301}	{0.821802956}
{United States305}	{70076070}	{0.000691629}	{New York305}	{70076070}	{0.947365614}
{United States306}	{19511909}	{0.001501444}	{New York306}	{19511909}	{0.376290159}
{United States307}	{50466536}	{0.000773522}	{New York307}	{50466536}	{0.46978106}
{United States308}	{61370613}	{0.001293566}	{New York308}	{61370613}	{0.696903367}
{United States309}	{72260292}	{0.000869879}	{New York309}	{72260292}	{0.556065561}
{United States310}	{12629788}	{0.00029059}	{New York310}	{12629788}	{0.625358848}
{United States311}	{36662202}	{0.001054269}	{New York311}	{36662202}	{0.366541998}
{United States312}	{88409148}	{0.00014359}	{New York312}	{88409148}	{0.441761796}
{United States313}	{83210782}	{0.000625481}	{New York313}	{83210782}	{0.898403133}
{United States314}	{42154600}	{0.000995445}	{New York314}	{42154600}	{0.348599231}
{United States315}	{20130393}	{0.000863009}	{New York315}	{20130393}	{0.658396485}
{United States316}	{98250157}	{0.000412987}	{New York316}	{98250157}	{0.661154313}
{United States317}	{24973473}	{0.000545961}	{New York317}	{24973473}	{0.322222155}
{United States318}	{78266445}	{0.000614334}	{New York318}	{78266445}	{0.829316766}
{United States319}	{58082499}	{0.000446437}	{New York319}	{58082499}	{0.895023685}
{United States320}	{99074147}	{0.000674928}	{New York320}	{99074147}	{0.916659381}
{United States321}	{21787630}	{0.001238713}	{New York321}	{21787630}	{0.501947713}
{United States322}	{13142478}	{0.000138841}	{New York322}	{13142478}	{0.779110637}
{United States323}	{26472171}	{0.001359252}	{New York323}	{26472171}	{0.959106386}
{United States324}	{81217237}	{0.000380566}	{New York324}	{81217237}	{0.228399912}
{United States325}	{55839572}	{0.000760814}	{New York325}	{55839572}	{0.228418809}
{United States326}	{42014246}	{0.001166853}	{New York326}	{42014246}	{0.529018595}
{United States327}	{95357704}	{0.000101349}	{New York327}	{95357704}	{0.910439666}
{United States328}	{69933698}	{0.002649177}	{New York328}	{69933698}	{0.818133844}
{United States329}	{75606255}	{0.000282016}	{New York329}	{75606255}	{0.71703315}
{United States330}	{16816770}	{0.000556729}	{New York330}	{16816770}	{0.794395436}
{United States331}	{16897576}	{0.002167046}	{New York331}	{16897576}	{0.893033743}
{United States332}	{81048201}	{0.000593391}	{New York332}	{81048201}	{0.613675605}
{United States333}	{37559200}	{0.000593584}	{New York333}	{37559200}	{0.196270315}
{United States334}	{72589960}	{0.000238122}	{New York334}	{72589960}	{0.444893426}
{United States335}	{87434730}	{0.00127968}	{New York335}	{87434730}	{0.604388748}
{United States336}	{89279337}	{0.000825864}	{New York336}	{89279337}	{0.224688362}
{United States337}	{54918715}	{0.000326124}	{New York337}	{54918715}	{0.266405232}
{United States338}	{50178966}	{0.002009908}	{New York338}	{50178966}	{0.716886286}
